"archive","poc"
"Mammal Collection (Fecal Samples) (NEONMAMC-FE)","NEON Biorepository (biorepo@asu.edu)"
"Terrestrial Plant Collection (Belowground Biomass [Megapit]) (NEONTPLC-BBM)","NEON Biorepository (biorepo@asu.edu)"
"Mammal Collection (Ear Tissue) (NEONMAMC-EA)","NEON Biorepository (biorepo@asu.edu)"
"Mammal Collection (DNA Extracts) (NEONMAMC-DNA)","NEON Biorepository (biorepo@asu.edu)"
"Mammal Collection (Blood Samples) (NEONMAMC-BL)","NEON Biorepository (biorepo@asu.edu)"
"Benthic Macroinvertebrate Collection (Taxonomy Subsample) (NEONBMIC-TS)","NEON Biorepository (biorepo@asu.edu)"
"Invertebrate Bycatch Collection (Trap Sorting) (NEONIVBC-TS)","NEON Biorepository (biorepo@asu.edu)"
"Invertebrate Bycatch Collection (Archive Pooling) (NEONIVBC-AP)","NEON Biorepository (biorepo@asu.edu)"
"Benthic Macroinvertebrate Collection (Unsorted Bulk Sample) (NEONBMIC-UB)","NEON Biorepository (biorepo@asu.edu)"
"Soil Collection (NEONSOIC)","NEON Biorepository (biorepo@asu.edu)"
"Zooplankton Collection (Unsorted Bulk Sample) (NEONZOOC-UB)","NEON Biorepository (biorepo@asu.edu)"
"Zooplankton Collection (Remaining Bulk Taxonomy Sample) (NEONZOOC-RB)","NEON Biorepository (biorepo@asu.edu)"
"Mammal Collection (Vouchers [Standard Sampling at Pathogen Plots]) (NEONMAMC-VPP)","NEON Biorepository (biorepo@asu.edu)"
"Zooplankton Collection (DNA Extracts) (NEONZOOC-DNA)","NEON Biorepository (biorepo@asu.edu)"
"Benthic Microbe Collection (Sterivex Filters) (NEONBEMC-SF)","NEON Biorepository (biorepo@asu.edu)"
"Terrestrial Plant Collection (Canopy Foliage) (NEONTPLC-CF)","NEON Biorepository (biorepo@asu.edu)"
"Carabid Collection (Trap Sorting) (NEONCARC-TS)","NEON Biorepository (biorepo@asu.edu)"
"Herptile Voucher Collection (Ground Beetle Sampling Bycatch Archive Pooling) (NEONHEVC-GBAP)","NEON Biorepository (biorepo@asu.edu)"
"Carabid Collection (Pinned Vouchers) (NEONCARC-PV)","NEON Biorepository (biorepo@asu.edu)"
"Terrestrial Plant Collection (Belowground Biomass [Standard Sampling]) (NEONTPLC-BBS)","NEON Biorepository (biorepo@asu.edu)"
"Carabid Collection (DNA Extracts) (NEONCARC-DNA)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Macroalgae Collection (Chemical Preservation [Clip Harvests]) (NEONAMAC-CPCH)","NEON Biorepository (biorepo@asu.edu)"
"Carabid Collection (Archive Pooling) (NEONCARC-AP)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Macroalgae Collection (Chemical Preservation [Point Counts]) (NEONAMAC-CPPC)","NEON Biorepository (biorepo@asu.edu)"
"Herptile Voucher Collection (Ground Beetle Sampling Bycatch Trap Sorting) (NEONHEVC-GBTS)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Microalgae Collection (Chemical Preservation) (NEONAMIC-CP)","NEON Biorepository (biorepo@asu.edu)"
"Mosquito Collection (Pathogen Extracts) (NEONMOSC-PE)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Microalgae Collection (Freeze-dried) (NEONAMIC-FD)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Microalgae Collection (Microscope Slides) (NEONAMIC-MS)","NEON Biorepository (biorepo@asu.edu)"
"Particulate Mass Filter Collection (NEONPMFC)","NEON Biorepository (biorepo@asu.edu)"
"Soil Collection (Distributed Periodic) (NEONSOIC-DP)","NEON Biorepository (biorepo@asu.edu)"
"Mammal Collection (Vouchers [Standard Sampling]) (NEONMAMC-VSS)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Microalgae Collection (Sterivex Filters) (NEONAMIC-SF)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Plant, Bryophyte, and Lichen Collection (Herbarium Vouchers [Clip Harvests]) (NEONAPLC-HVCH)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Plant, Bryophyte, Lichen, and Macroalgae Collection (Herbarium Vouchers [Clip Harvests]) (NEONAPLC-HVCH)","NEON Biorepository (biorepo@asu.edu)"
"Mosquito Collection (DNA Extracts) (NEONMOSC-DNA)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Plant, Bryophyte, and Lichen Collection (Herbarium Vouchers [Point Counts]) (NEONAPLC-HVPC)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Plant, Bryophyte, and Lichen Collection (Herbarium Vouchers [Standard Sampling]) (NEONAPLC-HVSS)","NEON Biorepository (biorepo@asu.edu)"
"Herptile Voucher Collection (Small Mammal and Fish Sampling Bycatch) (NEONHEVC-SMFB)","NEON Biorepository (biorepo@asu.edu)"
"Soil Microbe Collection (Bulk Subsamples) (NEONSOMC-BS)","NEON Biorepository (biorepo@asu.edu)"
"Mosquito Collection (Bulk Identified) (NEONMOSC-BI)","NEON Biorepository (biorepo@asu.edu)"
"Herptile Voucher Collection (Small Mammal Sampling Bycatch) (NEONHEVC-SMMB)","NEON Biorepository (biorepo@asu.edu)"
"Wet Deposition Collection (NEONWDC)","NEON Biorepository (biorepo@asu.edu)"
"Mosquito Collection - Pinned Vouchers (NEONMOSC)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Plant, Bryophyte, and Macroalgae Collection (Herbarium Vouchers [Standard Sampling]) (NEONAPLC-HVSS)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Plant, Bryophyte, Lichen and Macroalgae Collection (Herbarium Vouchers [Standard Sampling]) (NEONAPLC-HVSS)","NEON Biorepository (biorepo@asu.edu)"
"Mammal Collection (Hair Samples) (NEONMAMC-HA)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Plant, Bryophyte, Lichen, and Macroalgae Collection (Herbarium Vouchers [Point Counts]) (NEONAPLC-HVPC)","NEON Biorepository (biorepo@asu.edu)"
"Mammal Collection (Pathogen Extracts [Blood]) (NEONMAMC-PEBL)","NEON Biorepository (biorepo@asu.edu)"
"Mammal Collection (Pathogen Extracts [Ear Tissue]) (NEONMAMC-PEEA)","NEON Biorepository (biorepo@asu.edu)"
"Fish Collection (DNA Extracts) (NEONFISC-DNA)","NEON Biorepository (biorepo@asu.edu)"
"Mammal Collection (Vouchers [Ground Beetle Sampling Bycatch Trap Sorting]) (NEONMAMC-VGBT)","NEON Biorepository (biorepo@asu.edu)"
"Mammal Collection (Vouchers [Outside of Standard Sampling]) (NEONMAMC-VOS)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Plant, Bryophyte, and Macroalgae Collection (Herbarium Vouchers [Point Counts]) (NEONAPLC-HVPC)","NEON Biorepository (biorepo@asu.edu)"
"Herptile Voucher Collection (Small Mammal and Fish Sampling Bycatch) (NEONHEVC-SMMB)","NEON Biorepository (biorepo@asu.edu)"
"Surface Water Microbe Collection (Sterivex Filters) (NEONSWMC-SF)","NEON Biorepository (biorepo@asu.edu)"
"Aquatic Plant, Bryophyte, and Macroalgae Collection (Herbarium Vouchers [Clip Harvests]) (NEONAPLC-HVCH)","NEON Biorepository (biorepo@asu.edu)"
"Soil Microbe Collection (DNA Extracts ) (NEONSOMC-DNA)","NEON Biorepository (biorepo@asu.edu)"
"Twin Metals Minnesota","nhoffmann@twin-metals.com"
"University of Johannesburg (UJ)","Nic Beukes, nbeukes@uj.ac.za"
"U. Hawaii Manoa","Nicholas Hawco"
"University of Hawaiʻi Mānoa","Nicholas Hawco"
"LDEO","Nicholas O'Mara"
"Texas A&M University","Nicholas Perez"
"Idaho State University","Nicholas R. Patton"
"Dept of EPS, UC Berkeley","Nicholas Swanson-Hysell"
"Department of Earth and Planetary Science, University of California Berkeley","Nicholas Swanson-Hysell"
NULL,"nicholas.richard@huskers.unl.edu"
"LDCR","Nichole Anest"
"Lamont-Doherty Earth Observatory of Columbia University","Nichole Anest"
"Lamont Doherty Earth Observatory","Nichole Anest"
"Lamont-Doherty Core Repository","Nichole Anest"
"LDEO Core Repository","Nichole Anest"
"Lamont-Doherty Core Repository at Columbia University (LDCR)","Nichole Anest"
"Lamont-Doherty Core Repository at Columbia University (LDCR)","Nichole Anest peridote@ldeo.columbia.edu"
"Lamont-Doherty Core Repository","Nichole Anest peridote@ldeo.columbia.edu"
"Lamont-Doherty Core Repository","Nichole Anest, peridote@ldeo.columbia.edu"
"LDCR","Nichole Anest, peridote@ldeo.columbia.edu"
"Lamont-Doherty Core Repository at Columbia University (LDCR)","Nichole Anest, peridote@ldeo.columbia.edu"
"UT Austin Geomechanics Lab","nicole.ferrie@utexas.edu & demian@ig.utexas.edu"
"National Rock & Ore Collection, Smithsonian National Museum of Natural History","NMNH-MineralSciences@si.edu"
"National Gem Collection, Smithsonian National Museum of Natural History","NMNH-MineralSciences@si.edu"
"National Rock Collection, Smithsonian National Museum of Natural History","NMNH-MineralSciences@si.edu"
"National Mineral Collection, Smithsonian National Museum of Natural History","NMNH-MineralSciences@si.edu"
"Massachusetts Institute of Technology, Department of Earth, Atmospheric and Planetary Sciences (MIT-EAPS)","Noah McLean"
"EAPS, MIT, Cambridge, MA, 02141, USA","Noah McLean"
"MIT, Sam Bowring Lab","Noah McLean, noahmc@ku.edu"
"University of Kansas Dept. of Geology","noahmc@ku.edu"
"Not available","Not available"
"MN DNR Drill Core Library","nowar005@d.umn.edu"
"null","null"
"GENEVE","null null"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","null philippe.martinez@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","null xavier.crosta@u-bordeaux.fr"
"The Hebrew University of Jerusalem ","oded.navon@huji.ac.il"
"GEO3BCN","odorado@geo3bcn.csic.es"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","Odrade NOUGUE curateur-edytem@univ-savoie.fr"
"GEO3BCN","olayadorado@gmail.com"
"University of Oslo","Olivier Galland, olivier.galland@geo.uio.no"
"LSCE, Gif Sur Yvette, France","olivier.evrard@lsce.ipsl.fr"
"LSCE CEA Paris-Saclay","olivier.evrard@lsce.ipsl.fr"
"Laboratoire des Sciences du Climat, Gif-sur-Yvette, France","olivier.evrard@lsce.ipsl.fr"
"Laboratoire des Sciences du Climat et de l'Environnement (LSCE),, Unité Mixte de Recherche 8212 (CEA/CNRS/UVSQ), L'Orme des Merisiers, 91191 Gif-Sur-Yvette, France","olivier.evrard@lsce.ipsl.fr"
"Laboratoire des Sciences du Climat et de l'Environnement (LSCE), L'Orme des Merisiers, 91191 Gif-Sur-Yvette, France","olivier.evrard@lsce.ipsl.fr"
"Laboratoire des Sciences du Climat et de l'Environnement (LSCE), 91190 Saint-Aubin, France","olivier.evrard@lsce.ipsl.fr"
"LSCE, France","olivier.evrard@lsce.ipsl.fr"
"LSCE, Gif-sur-Yvette, France","olivier.evrard@lsce.ipsl.fr"
"LSCE, Univ. Paris-Saclay, France","olivier.evrard@lsce.ipsl.fr"
"LSCE, Gif-Sur-Yvette, France","olivier.evrard@lsce.ipsl.fr"
NULL,"olivier.evrard@lsce.ipsl.fr"
"Argonne National Lab","oloughlin@anl.gov"
"Texas Christian University","omar.harvey@tcu.edu"
"Stanislav Opluštil","oplustil@natur.cuni.cz"
"Oregon State University Marine and Geology Repository","OSU-MGR
4700 SW Research Way
Corvallis, Oregon 97333
osu-mgr@oregonstate.edu"
"OSU-MGR","osu-mgr@oregonstate.edu"
"Oregon State University Marine and Geology Repository","osu-mgr@oregonstate.edu"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1246","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1254","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1255","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1249","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1256","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1250","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1257","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1258","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1253","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1260","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1245","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1252","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1244","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1259","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1263","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1262","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1247","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1248","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1261","p.chaboche@protonmail.com"
"Institute of Environmental Radioactivity Fukushima University, Kanayagawa, Fukushima, 960-1251","p.chaboche@protonmail.com"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","PACS EPOC"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","PACS EPOC frederic.eynaud@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","PACS EPOC frederique.eynaud@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","PACS EPOC jean-luc.schneider@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","PACS EPOC null"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","PACS EPOC sebastien.zaragosi@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","PACS EPOC x.crosta@epoc.u-bordeaux1.fr"
NULL,"Paduan_Jenny"
"University of California, Davis","palafox@ucdavis.edu"
"Institute of Marine Sciences, Bologna, Italy","Paolo Montagna (paolo.montagna@bo.ismar.cnr.it)"
"LDEO","Patricia Malone"
"UC Irvine","Patrick Rafter"
"University of California Irvine","Patrick Rafter"
"Geological Survey of Canada","patrick.mercier-langevin@nrcan-rncan.gc.ca"
"Colorado School of Mines","patricksullivan@mines.edu"
NULL,"pattnich@isu.edu"
"Alaska Volcano Observatory, ADGGS, USGS, UAF/GI, Fairbanks, Alaska, 99775-5780, USA","Paul  McCarthy"
"U.S. Geological Survey (USGS)","Paul Stone"
"Geotrack International","paul.green@geotrack.com.au"
"Birbal Sahni Institute of Palaeosciences","Pawan Govil"
"University of Vermont; Burlington, VT","pbierman@uvm.edu"
"Scripps Institution of Oceanography","pcastillo@ucsd.edu"
"Gulf Coast Repository, College Station, TX","penkrot@iodp.tamu.edu"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","PERGA ME (ORCID:0000-0002-9003-0769)"
"Laboratory for Paleoenvironmental Reconstruction, Faculty of Sciences, University of Novi Sad, Serbia","petarkrsm@gmail.com"
"LDEO","Peter demenocal"
"LDEO","Peter deMenocal"
"Lamont-Doherty Earth Observatory (LDEO)","Peter deMenocal"
"Utah Core Research Center","Peter Nielsen"
"Collin College","Peter Thompson"
"University of Jena (FSU)","peter.frenzel @uni-jena.de"
"Peter deMenocal","peter@ldeo.columbia.edu"
"American Museum of Natural History","Petrology Collections Manager"
NULL,"Petronela Sevčíková"
"Georgia Institute of Technology","pgrothe@umw.edu"
"Georgia Institute of Technology","pgrothej@umw.edu"
"Georgia State University","phidalgo@gsu.edu"
"Department of Earth and Environmental Science, New Mexico Institute of Mining and Technology, Socorro, NM 87801, USA","Philip R. Kyle"
"Laboratoire de Géologie de Lyon - Terre, Planètes et Environment","philippe-herve.leloup@univ-lyon1.fr"
"Laboratoire de Géologie de Lyon - Terre, Planète et Environnement","philippe-herve.leloup@univ-lyon1.fr"
"Laboratoire de Géologie de Lyon - Terre, Planètes et Environnement","philippe-herve.leloup@univ-lyon1.fr"
"Lithotèque Laboratoire de Géologie de Lyon","philippe-herve.leloup@univ-lyon1.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Philippe Bertrand philippe.martinez@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","Philippe MARTINEZ philippe.martinez@u-bordeaux.fr"
"Bureau of Economic Geology Austin Core Research Center","Physical: Bureau of Economic Geology, The University of Texas at Austin, 10100 Burnet Rd., Bldg 131, Austin, TX 78758-4445
Email: nathan.ivicic@beg.utexas.edu; brandon.williamson@beg.utexas.edu"
"Bureau of Economic Geology Midland Core Research Center","Physical: Midland Core Research Center, 5310A East Business I-20, Midland, TX 79706
Email: nathan.ivicic@beg.utexas.edu; brandon.williamson@beg.utexas.edu"
"Environnements, DYnamiques et TErritoires de la Montagne (EDYTEM)","Pierre Sabatier (ORCID:0000-0002-9620-1514) curateur-edytem@univ-smb.fr"
"Yale","Pincelli Hull"
"University of Arizona","pkapp@arizona.edu"
"University of Colorado at Boulder (CU Boulder)","pkpatkel@gmail.com"
"USGS","plillis@usgs.gov"
"Institute of Earth Sciences, Heidelberg University, Heidelberg, Germany","polina.vakhrameeva@geow.uni-heidelberg.de"
NULL,"portiaclaudius16@gmail.com"
"Curtin University; Bentley Campus; Perth Western Australia","portiaclaudius16@gmail.com"
NULL,"Potter"
"Environnements, DYnamiques et TErritoires de la Montagne (EDYTEM)","Poulenard J (ORCID:0000-0003-0810-0308) curateur-edytem@univ-smb.fr"
"LDEO","Pratigya Polissar"
"Lamont-Doherty Earth Observatory (LDEO)","Pratigya Polissar"
"Lamont-Doherty Earth Observatory>Organic Geochemistry Laboratory","Pratigya Polissar, 61 Route 9W, Palisades, NY 10964, polissar@ldeo.columbia.edu"
"LDEO","Prattigya Polissar"
"Institute of Geology and Mineralogy, Universtiy of Cologne, Germany and IODP Bremen Core Repository, MARUM - University of Bremen Germany","Prof. Dr. Bernd Wagner, wagnerb@uni-koeln.de"
"China University of Geoscience","Prof. Dr. Shaoyong Jiang"
"University of Bergen, Norway","Prof. Nele Meckler, Nele.Meckler@uib.no"
"School of Natural Sciences Rock Store, Building Y3B, Macquarie University, NSW 2109, Australia","Professor Stephen Foley: Stephen.Foley@mq.edu.au"
"DGSE, University of Nevada, Reno","pruprecht@unr.edu"
"University of Nevada-Reno","pruprecht@unr.edu"
"University of Nevada, Reno","pruprecht@unr.edu"
"United States Geological Survey, 3125 Marine Street, Boulder, Colorado 80303","pschuste@usgs.gov"
"WUSTL: St Louis","pskemer@wustl.edu"
"WUSTL: St Louis, MO","pskemer@wustl.edu"
"Argonne National Lab","pweisenhorn@anl.gov"
"Rice University (Rice)","R. Minzoni"
NULL,"R. Valls (rvalls@alicantomining.com)"
"Minnesota Geological Survey","rada0042@d.umn.edu"
"Department of Earth and Environmental Sciences, University of Minnesota-Twin Cities","raia0003@umn.edu"
"William Rose","raman@mtu.edu"
"GeoRessources","raymond.michels@univ-lorraine.fr"
"University of Michigan","Rebecca Lange (becky@umich.edu)"
NULL,"refpgm.rgk@dainst.de"
"Referat für Prospektions- und Grabungsmethodik; Römisch-Germanische Kommission des Deutschen Archäologischen Instituts; D-02894 Melaune (outside depot)","refpgm.rgk@dainst.de"
